Problem Date,Problem Details,Language,Title,URL
6/9/2026,IRRC Form,en,Sign in to your IRCC account: Visiting Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/accounts.html
6/9/2026,混んでいてコンタクト出来ない。フライトに間に合わない。,en,Important reminders – apply for an eTA - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/important-reminders-apply-eta.html
6/9/2026,Tout ce que je cherche ici de pouvoir trouver du boulot chez vous étant au Cameroumon pays,en,Immigrate as a provincial nominee - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/provincial-nominees.html
6/9/2026,FAIRE LE DEMANDE AVE,fr,Autorisation de voyage électronique (AVE) : Comment présenter une demande - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave/demande.html
6/9/2026,where do i apply for an ETA - i am linked to this official canada website - how can it be so difficult to find the place where i can apply ?,en,Important reminders – apply for an eTA - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/important-reminders-apply-eta.html
6/9/2026,How i can apply,en,Express Entry: If we approve your application: Outside Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/application-approved/outside-canada.html
6/9/2026,I want to take appointment to take my passport,en,Canadian passports: Applying from abroad - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports-abroad.html
6/9/2026,"Je veux travailler au Canada qu'importe le travail, j'ai plus de 10 ans d'expérience dans le btp, mlm et le secteur agricole",en,Comment vérifier l'état de votre demande d'immigration - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/9/2026,Eta,en,Important reminders – apply for an eTA - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/important-reminders-apply-eta.html
6/9/2026,Apply for GC Key,en,Your IRCC application - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application.html
6/9/2026,i want to apply for canadian caregiving program to move and work their,en,Find IRCC application forms and instructions - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides.html
6/9/2026,tell me more about the open work permit,en,Find out if you need a work permit - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/work-canada/need-permit.html
6/9/2026,current status of our Visitors VISA applications,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/9/2026,If one person doing job in petrochemical is he eligible for pr in canada,en,Express Entry: Who can apply - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/who-can-apply.html
6/9/2026,Quels sont les métiers exigibles pour le RP et quelles peuvent être les preuves de l'expérience de travail ( le stage compte comme expérience de travail exigible),fr,Immigrer dans le cadre d’Entrée express - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada/entree-express.html
6/9/2026,How to apply visit visa of Canada,en,Visit Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada.html
6/9/2026,Accéder à la demande d'ave,fr,"Rappels essentiels pour demander une AVE : fraude, limites, session - Canada.ca",https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave/rappels-importants-presenter-ave.html
6/9/2026,I need job in Canada from Tanzania.,en,Sign in to your IRCC secure account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/account.html
6/9/2026,I need work permit help me.,en,Find out if you need a work permit - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/work-canada/need-permit.html
6/9/2026,Je n'arrive pas aller sur une page pour demander l'AVE !!!,fr,"Rappels essentiels pour demander une AVE : fraude, limites, session - Canada.ca",https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave/rappels-importants-presenter-ave.html
6/9/2026,"I planning to come in thru a study permit as an international student, To study nursing cos I've got good grades in my Weac. And I'm also a professional ###### and a CEO of I-Glow Salon and Spa here in Nigeria",en,Immigrate through Express Entry - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry.html
6/9/2026,"Bonjour, J'aimerais savoir si mon AVE de l'année passée est valable mais je ne sais pas comment faire? Merci de me renseigner. Cordialement, #############",fr,Autorisation de voyage électronique (AVE) : Comment présenter une demande - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave/demande.html
6/9/2026,new application,en,Important reminders – apply for an eTA - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/important-reminders-apply-eta.html
6/9/2026,J AIMERAI UN RDV POUR MA BIOMETRIE,fr,Connectez-vous à votre compte IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/comptes-ircc.html
6/9/2026,"After being issued a visa to Canada, I’ll be transferring from a post graduate certificate program to a diploma program within the same school, because my school cancelled my previous post graduate certificate program. What is my fate with IRCC and at the CBSA?",en,Changing your school or program - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/change-schools.html
6/9/2026,I want to appt it’s not giving me an option,en,Transit visa - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/transit/transit-visa.html
6/9/2026,J'ai obtenu un accord AVE pour voyager en avion. Est ce que je peux aussi traverser la frontière en voiture ?,fr,Autorisation de voyage électronique (AVE) - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave.html
6/9/2026,ou faire une demande de AVE pour le canada,fr,Visiter le Canada - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada.html
6/9/2026,فاشل,en,Find out if you need to give biometrics - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/biometrics/need-biometrics.html
6/9/2026,د افغانانو بشري ویزو پروګرام,en,مهاجرت او تابعیت - Canada.ca,https://www.canada.ca/en/services/immigration-citizenship.html
6/9/2026,Asylum seeker,en,Immigration and citizenship - Canada.ca,https://www.canada.ca/en/services/immigration-citizenship.html
6/9/2026,Je suis massotherapeute sportif et un de mes client joue lors de la coupe du monde au Canada et souhaite que je puisse lui procurer des soins lors d’un de ses matchs. Ai je besoin d’un visa de travail ou l ETA est suffisant,fr,Déterminer si vous avez besoin d’un permis de travail - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/travailler-canada/besoin-permis-1.html
6/9/2026,je veux créer un compte,fr,Ouvrez une session dans votre compte de demande de permis d’études - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/etudier-canada/demande-permis-etudes.html
6/9/2026,Je veux travailler au Canada,fr,Connectez-vous à votre compte IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/comptes-ircc.html
6/9/2026,online application for Engineering study bachelor,en,Sign in to your study permit account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit-account.html
6/9/2026,"I got my visa through Embassy of Canada in Kinshasa on May 27 2026, But now I live in Brussels Since August 2026. I left already 22 Months ago from Kinshasa. My visa is suspended how do I get help to resolve the situation.",en,Ebola disease: Temporary measures - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/special-measures/ebola-2026.html
6/9/2026,acces au formulaire ave,fr,Autorisation de voyage électronique (AVE) - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave.html
6/9/2026,اريد التقدم إلى السفر الى كندا من سوريا,en,الهجرة والجنسية - Canada.ca,https://www.canada.ca/en/services/immigration-citizenship.html
6/9/2026,The document can't be digitally signed if I am using Acrobat Reader on a MacOS. There is no such option and there is no way i could sign it digitally. Select “Microsoft Print to PDF” from the Printer location,en,Relationship Information And Sponsorship Evaluation Form (IMM 5532) - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/imm5532.html
6/9/2026,عايز اقدم لجوء لكندا,en,Refugee protection in Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/refugees/protection.html
6/9/2026,Application for rehabilitation,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/9/2026,reprint of premium lounge receipt and acknowledgement of biometrics,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/9/2026,je cherche le lien pour accéder à la demande de l'AVE,fr,Autorisation de voyage électronique (AVE) - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave.html
6/9/2026,Je veux me déconnecter de mon compte IRCC,fr,Immigration et citoyenneté - Canada.ca,https://www.canada.ca/fr/services/immigration-citoyennete.html
6/9/2026,Can I apply from outside Canada If I meet all the criteria,en,Canadian citizenship for adults and minor children: Who can apply - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-citizenship/adult-minor/who.html
6/9/2026,How do I pay the passport fee if mailed? Can I pay by Visa card? What is tbe mailing address in Australia?,en,Passport and travel document fee changes - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/fees/fee-changes-passport.html
